Category,ITM ID,Source ID,Match Score,Match Type,Mark As,ITM Business name,ITM Address -1,ITM City,ITM State,ITM Zip,Source Business name,Source Address -1,Source City,Source State,Source Zip
,38535517,4190,76%,Moderate,,AUSTIN CANCER CENTERS-ROUND ROCK        ,16030 PARK VALLEY DR STE 201            ,ROUND ROCK               ,TX,78681,St Davids Round Rock Medical Center,2400 Round Rock Ave,Round Rock,TX,78681
,4493435,838205,76%,Moderate,,UVA CANCER CENTER AUGUSTA               ,57 BEAM LN STE 300                      ,FISHERSVILLE             ,VA,22939,Savola Aesthetic Dermatology Center PLC,"66 Parkway Ln, Ste 101",Fishersville,VA,22939
,49563365,274135,76%,Moderate,,WALGREENS #16542 HLTH SYS PHCY          ,1475 NW 12TH AVE STE 203                ,MIAMI                    ,FL,33136,Holtz Childrens Hospital,1611 Nw 12th Ave,Miami,FL,33136
,52460409,781068,76%,Moderate,,AMERICAN ONC-ZACHARY-LAZAC              ,1673 E MOUNT PLEASANT RD UNIT F-102     ,ZACHARY                  ,LA,70791,Radiation Oncology Center - Zachary Llc,6180 Main St,Zachary,LA,70791
,2491412,651094,76%,Moderate,,MEMORIAL SLOAN KETTERING CANCER CTR     ,160 E 53RD ST                           ,NEW YORK                 ,NY,10022,Diane S Berson MD PLLC,"211 E 53rd St, Suite 3",New York,NY,10022
,39148613,550393,76%,Moderate,,UK SPECIALTY PHARMACY                   ,800 ROSE ST RM HC201                    ,LEXINGTON                ,KY,40536,UK Healthcare Physicians,830 S Limestone,Lexington,KY,40536
,4097699,716018,76%,Moderate,,WILLAMETTE VALLEY CANCER CENTER         ,520 COUNTRY CLUB PKWY                   ,EUGENE                   ,OR,97401,Willamette Valley Cancer Institute,"3500 Chad Dr, Suite 300",Eugene,OR,97408
,1915076,2913,76%,Moderate,,NORTH SHORE HEM/ONC -BAY SHORE          ,375 E MAIN ST STE 21                    ,BAY SHORE                ,NY,11706,Southside Hospital,301 E Main St,Bay Shore,NY,11706
,9127417,726125,76%,Moderate,,TEXAS ONCOLOGY PH SAMMONS               ,3410 WORTH ST STE 350                   ,DALLAS                   ,TX,75246,William M Carpenter MD,"3409 Worth St, Suite 630",Dallas,TX,75246
,2725902,645477,76%,Moderate,,REDDING RANCHERIA INDIAN HEALTH SVCS    ,1441 LIBERTY ST                         ,REDDING                  ,CA,96001,Shasta Orthopaedics,1255 Liberty St,Redding,CA,96001
,2160578,606193,76%,Moderate,,RAINIER PHYSICIANS                      ,2920 S MERIDIAN STE 100                 ,PUYALLUP                 ,WA,98373,Puyallup Dermatology Clinic Inc PS,2622 S Meridian,Puyallup,WA,98373
,1743462,400,76%,Moderate,,SERRA MEDICAL PHARMACY                  ,9375 SAN FERNANDO RD                    ,SUN VALLEY               ,CA,91352,Pacifica Hospital of the Valley,9449 San Fernando Rd,Sun Valley,CA,91352
,27607357,645701,76%,Moderate,,UTAH CANCER SPECIALISTS-PROVO           ,395 W BULLDOG BLVD STE 103              ,PROVO                    ,UT,84604,Utah Neurological Clinic Inc,"1055 N 300 W, Suite 400",Provo,UT,84604
,38637947,651040,76%,Moderate,,ST FRANCIS CANCER CENTER PHARMACY       ,104 INNOVATION DR STE 1050              ,GREENVILLE               ,SC,29607,South Carolina Skin Cancer Center,300 Ashby Park Ln,Greenville,SC,29607
,29535164,3623,76%,Moderate,,MUSC UNIV OR PHS                        ,169 ASHLEY AVE RM 462                   ,CHARLESTON               ,SC,29425,Medical University of South Carolina,171 Ashley Ave,Charleston,SC,29425
,2700358,587958,76%,Moderate,,PHYSICIANS SURGERY CENTER               ,207 STONEBRIDGE BLVD                    ,JACKSON                  ,TN,38305,Dr Kandarp B Patel MD,86 Stonebridge Blvd,Jackson,TN,38305
,2625697,712631,76%,Moderate,,CARESITE PHARMACY                       ,890 POPLAR CHURCH RD STE 103            ,CAMP HILL                ,PA,17011,Associated Otolaryngologists of Pennsylvania (AKA AOP),875 Poplar Church Rd,Camp Hill,PA,17011
,8772,579950,76%,Moderate,,LEE MEMORIAL HOSPITAL - HEALTHPARK      ,9981 S HEALTHPARK DR                    ,FORT MYERS               ,FL,33908,Park Royal Hospital,9241 Park Royal Dr,Fort Myers,FL,33908
,38456178,2384,76%,Moderate,,WALGREENS ON SITE PHCY 16073            ,2330 E MEYER BLVD STE 103               ,KANSAS CITY              ,MO,64132,Research Medical Center,2316 E Meyer Blvd,Kansas City,MO,64132
,29496088,4529,76%,Moderate,,FROEDTERT SURGERY CENTER                ,840 N 87TH ST                           ,MILWAUKEE                ,WI,53226,Froedtert Hospital,9200 W Wisconsin Ave,Milwaukee,WI,53226
,1917343,774240,76%,Moderate,,PALM BEACH COUNTY HEALTH DEPT           ,3800 S CONGRESS AVE STE 13              ,BOYNTON BEACH            ,FL,33426,Boynton Beach Dermatology (AKA Joseph C Gretzula DO),"555 N Congress Ave, Suite 201",Boynton Beach,FL,33426
,38920053,850736,76%,Moderate,,"TRUE NORTH HEALTH PHARMACY, INC         ",450 LAKEVILLE RD                        ,NEW HYDE PARK            ,NY,11042,Ari Leonard Ginsberg MD,"410 Lakeville Rd, Ste 100",New Hyde Park,NY,11042
,2113883,708008,76%,Moderate,,WEILL CORNELL MEDICAL COLLEGE           ,1305 YORK AVE FL 12                     ,NEW YORK                 ,NY,10021,Weill Cornell Medicine Physicians,1300 York Ave,New York,NY,10065
,4832,710793,76%,Moderate,,NORTH SHORE UNIVERSITY HOSPITAL INC     ,221 JERICHO TPKE                        ,SYOSSET                  ,NY,11791,Paul I Schneiderman MD PC,"175 Jericho Tpke, Suite 224",Syosset,NY,11791
,13376573,2121,76%,Moderate,,ESSENTIA HEALTH DL PHARMACY             ,211 FRAZEE ST E                         ,DETROIT LAKES            ,MN,56501,Essentia Health St Marys - Detroit Lakes (FKA St Marys Regional Health Center),1027 Washington Ave,Detroit Lakes,MN,56501
,34471929,956317,76%,Moderate,,COALITION FAMILY HEALTH CENTER          ,430 S MEDICAL ARTS CT                   ,GILLETTE                 ,WY,82716,Campbell County Health,501 South Burma Ave,Gillette,WY,82716
,23301470,3940,76%,Moderate,,ONCOLOGY PHARMACY SERVICES              ,3720 S I 35 E                           ,DENTON                   ,TX,76210,Medical City Denton (FKA Denton Regional Medical Center),3535 S I 35,Denton,TX,76210
,1743004,550391,76%,Moderate,,KELSEY SEYBOLD CLINIC                   ,15655 CYPRESS WOOD MEDICAL DR           ,HOUSTON                  ,TX,77014,Kelsey-Seybold Clinic,2727 W Holcombe Blvd,Houston,TX,77025
,38203516,957090,76%,Moderate,,MEDICAP PHARMACY                        ,800 S INDUSTRY WAY STE 330              ,MERIDIAN                 ,ID,83642,Ada West Dermatology,"1618 S Millennium Way, Suite 100",Meridian,ID,83642
,18634240,637809,76%,Moderate,,FLORIDA CANCER-VILLAGES EAST            ,1400 N US HIGHWAY 441 STE 552           ,LADY LAKE                ,FL,32159,Sharma Institute of Pain Medicine,"1501 N Us Highway 441, Ste 1104",Lady Lake,FL,32159
,1995518,207,76%,Moderate,,BANNER -- UNIVERSITY MEDICAL CENTER TUCS,1891 W ORANGE GROVE RD BLDG 1           ,TUCSON                   ,AZ,85704,Banner - University Medical Center Tucson (FKA University of Arizona Medical Center),1625 N Campbell Ave,Tucson,AZ,85724
,2557579,596479,76%,Moderate,,HOMECARE PHARMACY                       ,450 E SPRING ST                         ,LONG BEACH               ,CA,90806,Cary E Feibleman Dermatology,"701 East 28th Street, Suite 311",Long Beach,CA,90806
,1812977,599997,76%,Moderate,,LOS ANGELES HEMATOLOGY ONOCOLOGY        ,201 S ALVARADO ST STE 110               ,LOS ANGELES              ,CA,90057,Samaritana Medical Clinic Inc,510 S Alvarado St,Los Angeles,CA,90057
,37933861,4402,76%,Moderate,,WALGREEN CO                             ,910 W 5TH AVE STE 270                   ,SPOKANE                  ,WA,99204,MultiCare Deaconess Hospital (FKA Deaconess Hospital - Spokane),800 W 5th Ave,Spokane,WA,99204
,18396159,973028,76%,Moderate,,BURZYNSKI RESEARCH INSTITUTE            ,9432 KATY FWY                           ,HOUSTON                  ,TX,77055,Trinity Hospital,"9430 Katy Fwy, Suite 100",Houston,TX,77055
,37189384,695572,76%,Moderate,,EPIC CARE                               ,1480 64TH ST STE 100                    ,EMERYVILLE               ,CA,94608,Vituity (FKA CEP America California),"2100 Powell St, Suite 900",Emeryville,CA,94608
,37254287,948234,76%,Moderate,,RIDGEFIELD PHARMACY MISSION HOSPITALS   ,400 RIDGEFIELD CT STE 105               ,ASHEVILLE                ,NC,28806,Hope Womens Cancer Centers,100 Ridgefield Ct,Asheville,NC,28806
,19493125,552316,76%,Moderate,,PHARMERICA  WESTLAKE TWIN               ,24165 DETROIT RD                        ,WESTLAKE                 ,OH,44145,Westshore Primary Care,"26908 Detroit Rd, Suite 200",Westlake,OH,44145
,49559346,553051,76%,Moderate,,TEXAS CHILDRENS HOSPITAL                ,17600 INTERSTATE 45 S STE WL270         ,CONROE                   ,TX,77384,Texas Childrens Pediatrics,"404 River Pointe Dr, Ste 100",Conroe,TX,77304
,4749793,654,76%,Moderate,,ROCKY MOUNTAIN CANCER CENTER            ,2030 MOUNTAIN VIEW AVE STE 210          ,LONGMONT                 ,CO,80501,Longmont United Hospital,1950 Mountain View Ave,Longmont,CO,80501
,49655040,2691,76%,Moderate,,ATLANTICARE COMMUNITY PHARMACY - MANAHAW,517 ROUTE 72 W STE G                    ,MANAHAWKIN               ,NJ,08050,Southern Ocean Medical Center,1140 Route 72 W,Manahawkin,NJ,08050
,1882142,585464,76%,Moderate,,WALNUT HOME THERAPEUTICS                ,919 WALNUT ST STE 501R                  ,PHILADELPHIA             ,PA,19107,Wills Eye Hospital,"840 Walnut St, Suite 700",Philadelphia,PA,19107
,27949764,956860,76%,Moderate,,WA UNIV SCHOOL OF MED-WEST COUNT        ,10 BARNES WEST DR STE 100               ,SAINT LOUIS              ,MO,63141,Signature Medical Group,"12400 Olive Blvd, Suite 100",Saint Louis,MO,63141
,4268539,550703,76%,Moderate,,FLORIDA CANCER-TAMPA-TCC                ,3402 W DR MLK BLVD                      ,TAMPA                    ,FL,33607,Womens Care Florida,5016 W Cypress St,Tampa,FL,33607
,34447484,690712,76%,Moderate,,REVERE HEALTH CANCER CENTER             ,1152 E 200 N                            ,AMERICAN FORK            ,UT,84003,Valley Womens Health (AKA Valley Obstetrics and Gynecology),"1248 E 90 N, Suite 300",American Fork,UT,84003
,38392144,753841,76%,Moderate,,HANSAM CORP                             ,36919 COOK ST STE 102                   ,PALM DESERT              ,CA,92211,Mirage Dermatology Medical Associates Inc (AKA Timothy F Richardson MD A Medical Corporation),"36867 Cook St, Suite 101",Palm Desert,CA,92211
,11915146,771923,76%,Moderate,,MOUNT SINAI MEDICAL CENTER              ,2845 AVENTURA BLVD STE 243              ,MIAMI                    ,FL,33180,Mount Sinai Medical Center,4300 Alton Rd,Miami Beach,FL,33140
,36068619,3236,76%,Moderate,,CRYSTAL CLINIC ORTHOPAEDIC CTR          ,3975 EMBASSY PKWY STE 202               ,AKRON                    ,OH,44333,Crystal Clinic Orthopaedic Center,444 N Main St,Akron,OH,44310
,33541651,550545,75%,Moderate,,CHRIS M WEINLANDER MD                   ,2105 E ENTERPRISE AVE                   ,APPLETON                 ,WI,54913,Prevea Health,"2700 E Enterprise Ave, Suite B",Appleton,WI,54913
,17835905,616775,75%,Moderate,,MONTER CNCR CTR LIJMC MPB               ,450 LAKEVILLE RD                        ,NEW HYDE PARK            ,NY,11042,Orthopaedic Surgeons of Long Island Assoc,"410 Lakeville Rd, Ste 303",New Hyde Park,NY,11042
,26808460,3809,75%,Moderate,,TENNESSEE ONCOLOGY                      ,300 STONECREST BLVD STE 400             ,SMYRNA                   ,TN,37167,TriStar StoneCrest Medical Center,200 Stonecrest Blvd,Smyrna,TN,37167
,29048399,185,75%,Moderate,,PALO VERDE HEMATOLOGY ONCOLOGY          ,9250 W THOMAS RD STE 150                ,PHOENIX                  ,AZ,85037,Banner Estrella Medical Center,9201 W Thomas Rd,Phoenix,AZ,85037
,34922733,946807,75%,Moderate,,CHASKA PLAZA SURG CTR LLC               ,111 HUNDERTMARK RD STE 340              ,CHASKA                   ,MN,55318,OB/GYN West,111 Hundertmark Rd,Chaska,MN,55318
,2734318,836,75%,Moderate,,FLORIDA CANCER SPECIALISTS              ,2401 60TH STREET CT W                   ,BRADENTON                ,FL,34209,Blake Medical Center,2020 59th St W,Bradenton,FL,34209
,2750136,15,75%,Moderate,,SANFORD HLTH ROGER MARIS CANCER CTR     ,820 4TH ST N                            ,FARGO                    ,ND,58102,Fargo VA Health Care System,2101 Elm St N,Fargo,ND,58102
,29510683,781567,75%,Moderate,,"GUARDIAN PHARMACY OF JACKSONVILLE, LLC  ",8001 BELFORT PKWY STE 160               ,JACKSONVILLE             ,FL,32256,Healogics Specialty Physicians of Texas Pllc,"5220 Belfort Rd, Suite 130",Jacksonville,FL,32256
,37174174,4481,75%,Moderate,,BELLIN ORTHOPEDIC SURGERY CTR           ,2223 LIME KILN RD                       ,GREEN BAY                ,WI,54311,Aurora BayCare Medical Center,2845 Greenbrier Rd,Green Bay,WI,54311
,31151903,686304,75%,Moderate,,FLORIDA CANCER-VILLAGES BUENOS-V        ,1503 BUENOS AIRES BLVD STE 140          ,LADY LAKE                ,FL,32159,Lake Cancer Medical Center PA,"121 Lagrande Blvd, Ste A",Lady Lake,FL,32159
,35832366,758238,75%,Moderate,,PRESBYTERIAN SPECIALTY CARE PHARMACY    ,5901 HARPER DR NE                       ,ALBUQUERQUE              ,NM,87109,Womens Cancer and Surgical Care PC,4610 Jefferson Ln Ne,Albuquerque,NM,87109
,24061514,3742,75%,Moderate,,THE VANDERBILT CLINIC OUT               ,1301 22ND AVE S RM 1815 TVC             ,NASHVILLE                ,TN,37232,Vanderbilt University Medical Center,1211 Medical Center Dr,Nashville,TN,37232
,53301901,3895,75%,Moderate,,SCOTTISH RITE CHILDREN-FR               ,5700 DALLAS PKWY STE 4.126              ,FRISCO                   ,TX,75034,Baylor Scott & White Medical Center - Frisco,5601 Warren Pkwy,Frisco,TX,75034
,13581398,576678,75%,Moderate,,VITAL CARE                              ,1501 23RD AVE                           ,MERIDIAN                 ,MS,39301,Meridian Oncology Associates PLLC,"1704 23rd Ave, 2nd Floor",Meridian,MS,39301
,39090050,899,75%,Moderate,,FLORIDA CANCER-LARGO-LGO                ,1301 2ND AVE SW STE 290                 ,LARGO                    ,FL,33770,Largo Medical Center,201 14th St Sw,Largo,FL,33770
,37769039,828962,75%,Moderate,,THE PHARMACY AT EMORY                   ,1750 GAMBRELL DR NE STE T203            ,ATLANTA                  ,GA,30322,Emory Rehabilitation Hospital,1441 Clifton Rd Ne,Atlanta,GA,30322
,37143044,755746,75%,Moderate,,INDIANA UNIVERSITY HEALTH SAXONY SURGERY,13100 E 136TH ST STE 1100               ,FISHERS                  ,IN,46037,Northside Dermatology LLC,"9865 E 116th St, Suite 200",Fishers,IN,46037
,15476941,606908,75%,Moderate,,COMMUNITY PHARMACY                      ,900 GREENLEY RD STE 912                 ,SONORA                   ,CA,95370,Zachary A Cooper MD A Professional Corp,"19933 Greenley Rd, Ste C",Sonora,CA,95370
,49778845,913,75%,Moderate,,FLORIDA CANCER-PALATKA-PAL              ,600 ZEAGLER DR                          ,PALATKA                  ,FL,32177,Putnam Community Medical Center,611 Zeagler Dr,Palatka,FL,32177
,37367361,553252,75%,Moderate,,ALIXA RX LLC - CLOSED DOOR              ,5635 W 96TH ST                          ,INDIANAPOLIS             ,IN,46278,Cancer Care Group,"6100 W 96th St, Suite 125",Indianapolis,IN,46278
,2552048,5957,75%,Moderate,,SOUTH PLAINS ENDOSCOPY CENTER           ,3610 24TH ST                            ,LUBBOCK                  ,TX,79410,Covenant Childrens,4002 24th St,Lubbock,TX,79410
,32928499,728137,75%,Moderate,,FLORIDA CANCER SPECIALISTS              ,917 RINEHART RD STE 2041                ,LAKE MARY                ,FL,32746,Central Florida Inpatient Medicine,"525 Technology Park, Suite 109",Lake Mary,FL,32746
,8890316,3567,75%,Moderate,,CAREPLUS CVS PHARMACY                   ,34 TH ST AND CIVIC CENTER BLVD STE 1E4  ,PHILADELPHIA             ,PA,19104,Childrens Hospital of Philadelphia (AKA CHOP),3401 Civic Center Blvd,Philadelphia,PA,19104
,37118735,615151,75%,Moderate,,UNITED HEALTH SERVICES HOSPITALS IN     ,52 HARRISON ST                          ,JOHNSON CITY             ,NY,13790,Broome Oncology (AKA Broome Oncology LLC),30 Harrison St,Johnson City,NY,13790
,30097048,4402,75%,Moderate,,CHS ROCKWOOD CANCER TRTMN               ,910 W 5TH AVE STE 700                   ,SPOKANE                  ,WA,99204,MultiCare Deaconess Hospital (FKA Deaconess Hospital - Spokane),800 W 5th Ave,Spokane,WA,99204
,24148793,71,75%,Moderate,,SOLUTIONS INFUSION THERAPY              ,2701 4TH AVE S                          ,BIRMINGHAM               ,AL,35233,UAB Hospital,1802 6th Ave S,Birmingham,AL,35233
,29028917,871089,75%,Moderate,,COMPLETE INFUSION CARE                  ,2310 S SEPULVEDA BLVD                   ,LOS ANGELES              ,CA,90064,Skinstyle Dermatology Inc,"2990 S Sepulveda Blvd, Suite 300",Los Angeles,CA,90064
,2115808,710499,75%,Moderate,,MEDICAL ONCOLOGY AND HEM ASSOC          ,411 LAUREL ST STE 1360                  ,DES MOINES               ,IA,50314,Hematology and Oncology Center of Iowa PC,95 University Ave,Des Moines,IA,50314
,1892384,697990,75%,Moderate,,FLORIDA CANCER-NAPLES GOODLETTE-        ,1100 GOODLETTE RD N                     ,NAPLES                   ,FL,34102,Yag-Howard Dermatology Center,"1000 Goodlette Rd, Suite 100",Naples,FL,34102
,36756774,2896,75%,Moderate,,ELLIS HOSPITAL MCCLELLAN ST. HEALTH CENT,600 MCCLELLAN ST                        ,SCHENECTADY              ,NY,12304,Ellis Hospital,1101 Nott St,Schenectady,NY,12308
,15915661,603764,75%,Moderate,,FINDLAY SURGERY CENTER                  ,1709 MEDICAL BLVD                       ,FINDLAY                  ,OH,45840,Findlay Womens Care,1917 S Main St,Findlay,OH,45840
,2750523,673845,75%,Moderate,,LAKE HEALTH UNIV HOSPITAL SEIDMAN       ,9485 MENTOR AVE STE 3                   ,MENTOR                   ,OH,44060,Haber Dermatology Inc,7200 Mentor Ave,Mentor,OH,44060
,3573,2156,75%,Moderate,,NORTH MEMORIAL HEALTH CARE              ,3300 OAKDALE AVE N                      ,MINNEAPOLIS              ,MN,55422,North Memorial Health Hospital,3300 Oakdale Ave N,Robbinsdale,MN,55422
,38233314,4083,75%,Moderate,,BAYLOR SCOTT & WHITE MEDICAL CENTER     ,150 HILLCREST MEDICAL BLVD              ,WOODWAY                  ,TX,76712,Baylor Scott & White Medical Center - Hillcrest (FKA Hillcrest Baptist Medical Center),100 Hillcrest Medical Blvd,Waco,TX,76712
,2487344,602729,75%,Moderate,,ONCOLOGY HEMATOLOGY CARE                ,4350 MALSBARY RD                        ,CINCINNATI               ,OH,45242,Dermatologists of Southwest Ohio (AKA Dermatology Associates of Cinti Inc),"10506 Montgomery Rd, Suite 402",Cincinnati,OH,45242
,38717050,679337,75%,Moderate,,MILLENNIUM PHARMACY #2                  ,22730 PROFESSIONAL DR STE 110           ,KINGWOOD                 ,TX,77339,Jason C Miller DPM PA,"350 Kingwood Medical Dr, Suite 150",Kingwood,TX,77339
,1742143,541787,75%,Moderate,,FAIRVIEW PHARMACY                       ,606 24TH AVE S                          ,MINNEAPOLIS              ,MN,55454,M Health Fairview University of Minnesota Masonic Childrens Hospital,2450 Riverside Ave,Minneapolis,MN,55454
,9468259,738136,75%,Moderate,,FLORIDA CANCER SPECIALISTS-VHP          ,836 SUNSET LAKE BLVD STE 101            ,VENICE                   ,FL,34292,Venice Florida Dermatology,"395 Commercial Ct, Ste E",Venice,FL,34292
,35539447,2818,75%,Moderate,,STRONG MEMORIAL HOSP AMBU SURG CTR      ,180 SAWGRASS DR STE 100                 ,ROCHESTER                ,NY,14620,Strong Memorial Hospital,601 Elmwood Ave,Rochester,NY,14642
,39043543,1792,75%,Moderate,,WALGREENS #16309 HLTH SYS PHCY          ,1401 FOUCHER ST STE C-309               ,NEW ORLEANS              ,LA,70115,Touro Infirmary,1401 Foucher St,New Orleans,LA,70115
,27741606,676820,75%,Moderate,,"PHARMSCRIPT OF TEXAS,LLC                ",1718 FRY RD                             ,HOUSTON                  ,TX,77084,Medical Associates of Katy,"2222 Greenhouse Rd, Suite 200",Houston,TX,77084
,37324989,274375,75%,Moderate,,NORTHSHORE HPH ONCOLOGY CLINIC          ,757 PARK AVE W RM 1851                  ,HIGHLAND PARK            ,IL,60035,Highland Park Hospital,777 Park Ave W,Highland Park,IL,60035
,8115638,675127,75%,Moderate,,MERCURY PHARMACY                        ,22316 70TH AVE W STE E                  ,MOUNTLAKE TERRACE        ,WA,98043,Mindful Therapy Group,"21907 64th Ave W, Suite 200",Mountlake Terrace,WA,98043
,8890124,662949,75%,Moderate,,TRINITY RETAIL PHARMACY                 ,500 JOHN DEERE RD                       ,MOLINE                   ,IL,61265,Medical Arts Associates,"600 John Deere Rd, Suite 200",Moline,IL,61265
,8660319,274110,75%,Moderate,,KENTUCKY CLINIC PHARMACY 340B           ,740 S LIMESTONE RM J134                 ,LEXINGTON                ,KY,40536,UK Albert B Chandler Hospital,1000 S Limestone,Lexington,KY,40536
,38768709,842963,75%,Moderate,,FLORIDA CANCER-OVIEDO-OVI               ,2572 W STATE ROAD 426 STE 3080          ,OVIEDO                   ,FL,32765,Oviedo Medical Center,8300 Red Bug Lake Rd,Oviedo,FL,32765
,2568787,4328,75%,Moderate,,ATRIUM PHARMACY                         ,155 KINGSLEY LN STE 125                 ,NORFOLK                  ,VA,23505,Bon Secours DePaul Medical Center,150 Kingsley Ln,Norfolk,VA,23505
,39374736,732969,75%,Moderate,,FLORIDA CANCER-GLADIOLUS-GLO            ,8260 GLADIOLUS DR                       ,FORT MYERS               ,FL,33908,Charles V Klucka DO PA,"9671 Gladiolus Dr, Suite 104",Fort Myers,FL,33908
,12861495,2914,75%,Moderate,,NORTH SHORE HEMATOLOGY ONCOLOGY ASSOCIAT,48 ROUTE 25A STE 209                    ,SMITHTOWN                ,NY,11787,St Catherine of Siena Medical Center,50 Route 25a,Smithtown,NY,11787
,2572987,3817,75%,Moderate,,WALNUT GROVE PLAZA #2                   ,6025 WALNUT GROVE RD STE 108            ,MEMPHIS                  ,TN,38120,Baptist Memorial Hospital - Memphis,6019 Walnut Grove Rd,Memphis,TN,38120
,6634394,4352,75%,Moderate,,COLUMBIA VALLEY COMMUNITY HEALTH PHARMAC,600 ORONDO AVE STE 1                    ,WENATCHEE                ,WA,98801,Wenatchee Valley Hospital,820 N Chelan Ave,Wenatchee,WA,98801
,1883066,670182,75%,Moderate,,MMC PHARMACY INC                        ,948 48TH ST                             ,BROOKLYN                 ,NY,11219,Mmc OB/GYN Hospital,4802 10th Ave,Brooklyn,NY,11219
,19983662,1264,75%,Moderate,,"ILLINOIS CANCER CARE, PC-PEKIN          ",1641 BROADWAY ST                        ,PEKIN                    ,IL,61554,UnityPoint Health - Pekin Hospital,600 S 13th St,Pekin,IL,61554
,1902674,611525,75%,Moderate,,WEST MICHIGAN CANCER CENTER             ,200 N PARK ST                           ,KALAMAZOO                ,MI,49007,Southwestern Michigan Emergency Services PC,601 John St,Kalamazoo,MI,49007
,16570114,210,75%,Moderate,,ARIZONA ONCOLOGY ASSOC-WLMOT            ,603 N WILMOT RD STE 151                 ,TUCSON                   ,AZ,85711,St Joseph Hospital,350 N Wilmot Rd,Tucson,AZ,85711
,3769161,748884,75%,Moderate,,NMMC EMPLOYEE PHARMACY                  ,609 GARFIELD ST STE A                   ,TUPELO                   ,MS,38801,Digestive Health Specialists PA,"589 Garfield St, Suite 201",Tupelo,MS,38801
,49793700,955642,75%,Moderate,,AAMG INFUSION THERAPY                   ,183 HARRY S TRUMAN PKWY STE 120         ,ANNAPOLIS                ,MD,21401,Anne Arundel Medical Group (AAMG),2001 Medical Pkwy,Annapolis,MD,21401
,21514875,841614,75%,Moderate,,WEST CLINIC - SOUTHAVEN                 ,7668 AIRWAYS BLVD                       ,SOUTHAVEN                ,MS,38671,Dr Furhan Yunus MD (FKA Grenada Hematology Oncology LLC),7900 Airways Blvd,Southaven,MS,38671
,21059003,1771,75%,Moderate,,WALGREENS ON SITE PHCY 15198            ,1111 MEDICAL CENTER BLVD STE N116       ,MARRERO                  ,LA,70072,West Jefferson Medical Center,1101 Medical Center Blvd,Marrero,LA,70072
,38919994,589882,75%,Moderate,,BOLIVAR DRUG                            ,2000 S SPRINGFIELD AVE STE C            ,BOLIVAR                  ,MO,65613,Bolivar Family Care Center (AKA Bolivar Family Care LLC),1240 N Butterfield Rd,Bolivar,MO,65613
,2385591,550305,75%,Moderate,,WALGREENS                               ,7120 CLEARVISTA DR STE 1900             ,INDIANAPOLIS             ,IN,46256,Community Physician Network (AKA Community Health Network Physicians of Indiana),7150 Clearvista Dr,Indianapolis,IN,46256
,12934483,461,75%,Moderate,,DEER PARK PHARMACY                      ,6 WOODLAND RD STE 100                   ,SAINT HELENA             ,CA,94574,Adventist Health St Helena (FKA St Helena Hospital - Napa Valley),10 Woodland Rd,Saint Helena,CA,94574
,2246542,752091,75%,Moderate,,SANSUM CLINIC SANTA BARBARA MED         ,215 PESETAS LN                          ,SANTA BARBARA            ,CA,93110,County of Santa Barbara Public Health Department,300 N San Antonio Rd,Santa Barbara,CA,93110
,3864590,753,75%,Moderate,,BOLLING AFB-11TH MED GRP                ,238 BROOKLEY AVE SW BLDG 17             ,WASHINGTON               ,DC,20032,United Medical Center,1310 Southern Ave Se,Washington,DC,20032
,1914511,668318,75%,Moderate,,FLORIDA CANCER SPECIALISTS              ,600 N CATTLEMEN RD STE 200              ,SARASOTA                 ,FL,34232,American Dermatology Associates Inc,"5969 Cattleridge Blvd, Ste 102",Sarasota,FL,34232
,1887949,637313,75%,Moderate,,UTAH HEMATOLOGY ONCOLOGY                ,5290 S 400 E                            ,OGDEN                    ,UT,84405,Ogden Internal Medicine & Urology Llc,"5405 S 500 E, Ste 203",Ogden,UT,84405
,36572659,742994,75%,Moderate,,LANCASTER GENERAL HEALTH                ,2102 HARRISBURG PIKE                    ,LANCASTER                ,PA,17601,Lancaster Skin Center Pc,"190 N Pointe Blvd, Suite 1",Lancaster,PA,17601
,29144832,737859,75%,Moderate,,REGIONAL CANCER CENTER                  ,1 PROFESSIONAL PARK DR STE 21           ,JOHNSON CITY             ,TN,37604,Tri-Cities Skin & Cancer,1009 N State Of Franklin Rd,Johnson City,TN,37604
,4507,634365,75%,Moderate,,NEW YORK PRESBYTERIAN HOSPITAL          ,622 W 168TH ST                          ,NEW YORK                 ,NY,10032,Columbia University Department of Ophthalmology (AKA Trustees of Columbia University),635 W 165th St,New York,NY,10032
,49468787,194,75%,Moderate,,"HOANJ, LLC - FORT MOHAVE                ",5225 S HIGHWAY 95 STE 6                 ,FORT MOHAVE              ,AZ,86426,Valley View Medical Center,5330 S Highway 95,Fort Mohave,AZ,86426
,24684812,744512,75%,Moderate,,ROSEVILLE SURGERY CENTER                ,1420 E ROSEVILLE PKWY STE 100           ,ROSEVILLE                ,CA,95661,Roseville Premier Dermatology (AKA Alan A Semion MD Inc),"729 Sunrise Ave, Ste 700",Roseville,CA,95661
,38968676,841077,75%,Moderate,,LODI MEMORIAL HOSPITAL ASSOCIATION INC  ,2415 W VINE ST STE 104B                 ,LODI                     ,CA,95242,Fairmont Dermatology Medical Associates Inc,"801 S Ham Ln, Suite A",Lodi,CA,95242
